Year,AdminCity,City,Population,Male,Female,Latitude,Longitude
2020,Plovdiv,Plovdiv,342048,161934,180114,42.15,24.75
2020,Plovdiv,Parvomay,11813,5580,6233,42.1,25.2167
2020,Plovdiv,Rakovski,14696,7115,7581,42.2833,24.9333
2020,Plovdiv,Sadovo,2456,1227,1229,42.1333,24.8667
2020,Plovdiv,Sopot,8108,3880,4228,42.6667,24.75
2020,Plovdiv,Stamboliyski,10738,5136,5602,42.1333,24.5333
2020,Plovdiv,Saedinenie,5397,2630,2767,42.25,24.6
2020,Plovdiv,Hisarya,6231,2928,3303,42.5,24.7
2020,Razgrad,Zavet,2608,1281,1327,43.7333,26.5833
2020,Razgrad,Isperih,7868,3833,4035,43.7167,26.8333
2020,Razgrad,Kubrat,6205,2962,3243,43.8,26.5
2020,Razgrad,Loznitsa,1982,961,1021,43.4333,26.6167
2020,Razgrad,Razgrad,29399,13821,15578,43.5333,26.5167
2020,Razgrad,Tsar Kaloyan,3098,1502,1596,43.6333,26.2333
2020,Ruse,Borovo,1735,865,870,43.5667,25.8167
2020,Ruse,Byala,7188,3485,3703,42.8833,27.8833
2020,Ruse,Byala,7188,3485,3703,43.4631,25.7214
2020,Ruse,Vetovo,3986,2030,1956,43.7,26.2667
2020,Ruse,Glodzhevo,3121,1558,1563,43.6833,26.5
2020,Ruse,Dve Mogili,3620,1783,1837,43.5,25.8833
2020,Ruse,Marten,3809,1925,1884,43.85,25.9333
2020,Ruse,Ruse,135440,65269,70171,43.8486,25.9534
2020,Ruse,Senovo,1225,612,613,43.6167,26.3167
2020,Ruse,Slivo pole,2790,1373,1417,43.85,26.2
2020,Ruse,Silistra,46750,22216,24534,44.1167,27.2667
2020,Ruse,Silistra,46750,22216,24534,44.1167,27.2667
2020,Ruse,Alfatar,1336,651,685,43.95,27.3
2020,Ruse,Glavinitsa,1275,597,678,43.9333,26.8333
2020,Ruse,Dulovo,6371,3060,3311,43.8333,27.1333
2020,Ruse,Silistra,30169,14254,15915,44.1167,27.2667
2020,Ruse,Silistra,30169,14254,15915,44.1167,27.2667
2020,Ruse,Tutrakan,7599,3654,3945,44.05,26.6167
2020,Sliven,Kermen,1507,738,769,42.6333,26.1333
2020,Sliven,Kotel,5003,2393,2610,42.8833,26.45
2020,Sliven,Nova Zagora,19939,9602,10337,42.4833,26.0167
2020,Sliven,Sliven,83371,39592,43779,42.6833,26.3167
2020,Sliven,Tvarditsa,5573,2796,2777,42.7167,26.0167
2020,Sliven,Shivachevo,3630,1821,1809,42.7,26.0667
2020,Smolyan,Devin,5874,2752,3122,41.7444,24.3978
2020,Smolyan,Dospat,2032,981,1051,41.6436,24.1667
2020,Smolyan,Zlatograd,6203,2887,3316,41.3833,25.1
2020,Smolyan,Madan,5221,2549,2672,41.4833,24.9333
2020,Smolyan,Nedelino,3697,1778,1919,41.5167,25.1
2020,Smolyan,Rudozem,3363,1640,1723,41.4833,24.85
2020,Smolyan,Smolyan,26718,12655,14063,41.5739,24.7128
2020,Smolyan,Chepelare,4668,2275,2393,41.7269,24.6833
2020,Sofia (stolitsa),Bankya,11403,5544,5859,42.6983,23.1342
2020,Sofia (stolitsa),Buhovo,2528,1272,1256,42.7667,23.4667
2020,Sofia (stolitsa),Novi Iskar,13561,6642,6919,42.8022,23.3006
2020,Sofia (stolitsa),Sofia,1221785,584506,637279,42.6977,23.3219
2020,Sofia (oblast),Bozhurishte,5876,2880,2996,42.755,23.1897
2020,Sofia (oblast),Botevgrad,19012,9016,9996,42.9119,23.8106
2020,Sofia (oblast),Godech,4115,2013,2102,43.0122,23.0447
2020,Sofia (oblast),Dolna Banya,4381,2132,2249,42.3,23.7833
2020,Sofia (oblast),Dragoman,3097,1507,1590,42.9225,23.0464
2020,Sofia (oblast),Elin Pelin,6869,3295,3574,42.6667,23.6
2020,Sofia (oblast),Etropole,9446,4742,4704,42.8333,24.0
2020,Sofia (oblast),Zlatitsa,4386,2114,2272,42.7,24.1333
2020,Sofia (oblast),Ihtiman,12640,6198,6442,42.4333,23.8167
2020,Sofia (oblast),Koprivshtitsa,1962,954,1008,42.6333,24.35
2020,Sofia (oblast),Kostenets,5801,2799,3002,42.3086,23.8578
2020,Sofia (oblast),Kostinbrod,11976,5855,6121,42.8136,23.2178
2020,Sofia (oblast),Momin prohod,1355,643,712,42.4,23.85
2020,Sofia (oblast),Pirdop,6496,3110,3386,42.7,24.1833
2020,Sofia (oblast),Pravets,3761,1852,1909,42.8986,23.9142
2020,Sofia (oblast),Samokov,24942,11967,12975,42.3378,23.5528
2020,Sofia (oblast),Svoge,7496,3683,3813,42.9597,23.3408
2020,Sofia (oblast),Slivnitsa,7030,3479,3551,42.8511,23.0356
2020,Stara Zagora,Gurkovo,2743,1370,1373,42.65,25.8167
2020,Stara Zagora,Galabovo,7034,3528,3506,42.1333,25.8667
2020,Stara Zagora,Kazanlak,44266,20858,23408,42.6167,25.4
2020,Stara Zagora,Kran,2957,1460,1497,42.6658,25.3738
2020,Stara Zagora,Maglizh,3025,1519,1506,42.6167,25.5667
2020,Stara Zagora,Nikolaevo,2751,1376,1375,42.6833,25.85
2020,Stara Zagora,Pavel Banya,2533,1182,1351,42.6167,25.2
2020,Stara Zagora,Radnevo,10984,5382,5602,42.3,25.9333
2020,Stara Zagora,Stara Zagora,125732,59648,66084,42.4258,25.6347
2020,Stara Zagora,Chirpan,13687,6663,7024,42.2,25.3333
2020,Stara Zagora,Shipka,1176,563,613,42.7167,25.3333
2020,Targovishte,Antonovo,1398,681,717,43.15,26.1667
2020,Targovishte,Omurtag,7018,3309,3709,43.1,26.4167
2020,Targovishte,Opaka,2413,1196,1217,43.45,26.1667
2020,Targovishte,Popovo,13624,6498,7126,43.35,26.2333
2020,Targovishte,Targovishte,35139,16646,18493,43.25,26.5833
2020,Haskovo,Dimitrovgrad,32535,15592,16943,42.0519,25.5897
2020,Haskovo,Ivaylovgrad,3102,1536,1566,41.5283,26.1256
2020,Haskovo,Lyubimets,6823,3381,3442,41.8333,26.0833
2020,Haskovo,Madzharovo,576,299,277,41.6292,25.8667
2020,Haskovo,Merichleri,1450,690,760,42.0,25.8
2020,Haskovo,Svilengrad,17108,8426,8682,41.7667,26.2
2020,Haskovo,Simeonovgrad,7125,3607,3518,42.0333,25.8333
2020,Haskovo,Topolovgrad,4645,2269,2376,42.0844,26.3386
2020,Haskovo,Harmanli,19151,9675,9476,41.9333,25.9
2020,Haskovo,Haskovo,68298,32320,35978,41.9333,25.5667
2020,Shumen,Veliki Preslav,6916,3342,3574,43.1667,26.8167
2020,Shumen,Varbitsa,3352,1663,1689,43.1667,26.5833
2020,Shumen,Kaolinovo,1512,769,743,43.3167,27.0167
2020,Shumen,Kaspichan,2712,1322,1390,43.3167,27.1667
2020,Shumen,Novi Pazar,10939,5325,5614,43.35,27.2
2020,Shumen,Pliska,820,391,429,43.3667,27.1167
2020,Shumen,Smyadovo,3629,1759,1870,43.0333,27.05
2020,Shumen,Shumen,72997,34604,38393,43.2714,26.9361
2020,Yambol,Bolyarovo,1077,547,530,42.1,26.8333
2020,Yambol,Elhovo,9121,4403,4718,42.1667,26.5667
2020,Yambol,Straldzha,5482,2772,2710,42.6,26.6833
2020,Yambol,Yambol,64435,30965,33470,42.4833,26.5
2021,Blagoevgrad,Bansko,9459,4594,4865,41.8383,23.488
2021,Blagoevgrad,Belitsa,2915,1422,1493,41.9494,23.5725
2021,Blagoevgrad,Blagoevgrad,67810,32187,35623,42.0167,23.1
2021,Blagoevgrad,Gotse Delchev,18237,8589,9648,41.5667,23.7333
2021,Blagoevgrad,Dobrinishte,2550,1229,1321,41.825,23.5594
2021,Blagoevgrad,Kresna,3216,1618,1598,41.73,23.1569
2021,Blagoevgrad,Melnik,171,92,79,41.5231,23.3925
2021,Blagoevgrad,Petrich,26778,12750,14028,41.3981,23.2072
2021,Blagoevgrad,Razlog,11243,5398,5845,41.8864,23.4678
2021,Blagoevgrad,Sandanski,24511,11581,12930,41.5667,23.2833
2021,Blagoevgrad,Simitli,6194,3085,3109,41.8936,23.1069
2021,Blagoevgrad,Hadzhidimovo,2348,1168,1180,41.5167,23.8667
2021,Blagoevgrad,Yakoruda,5016,2392,2624,42.02,23.6833
2021,Burgas,Aytos,18974,9090,9884,42.7,27.25
2021,Burgas,Aheloy,2295,1144,1151,42.6483,27.6494
2021,Burgas,Ahtopol,1203,593,610,42.1,27.95
2021,Burgas,Burgas,198035,93463,104572,42.4975,27.47
2021,Burgas,Bulgarovo,1536,760,776,42.65,27.3333
2021,Burgas,Kableshkovo,2876,1423,1453,42.6167,27.5667
2021,Burgas,Kameno,4051,1981,2070,42.5667,27.3667
2021,Burgas,Karnobat,16483,7916,8567,42.65,26.9833
2021,Burgas,Kiten,1060,520,540,42.2344,27.7711
2021,Burgas,Malko Tarnovo,1890,943,947,41.9833,27.5333
2021,Burgas,Nesebar,14539,6865,7674,42.66,27.72
2021,Burgas,Obzor,2431,1269,1162,42.8167,27.8833
2021,Burgas,Pomorie,14033,6573,7460,42.55,27.65
2021,Burgas,Primorsko,3062,1537,1525,42.2667,27.75
2021,Burgas,Sveti Vlas,4523,2221,2302,42.7167,27.7667
2021,Burgas,Sozopol,4697,2269,2428,42.4167,27.7
2021,Burgas,Sredets,8270,4100,4170,42.3483,27.1933
2021,Burgas,Sungurlare,2890,1433,1457,42.7667,26.7833
2021,Burgas,Tsarevo,5770,2832,2938,42.17,27.85
2021,Burgas,Chernomorets,2481,1204,1277,42.45,27.64
2021,Varna,Aksakovo,7567,3691,3876,43.2592,27.8211
2021,Varna,Beloslav,7114,3572,3542,43.19,27.7
2021,Varna,Byala,2227,1110,1117,42.8833,27.8833
2021,Varna,Byala,2227,1110,1117,43.4631,25.7214
2021,Varna,Varna,332686,160287,172399,43.2167,27.9167
2021,Varna,Valchi Dol,2736,1345,1391,43.4,27.5333
2021,Varna,Devnya,7685,3842,3843,43.2222,27.57
2021,Varna,Dolni Chiflik,6269,3093,3176,42.9833,27.7333
2021,Varna,Dalgopol,4296,2151,2145,43.05,27.35
2021,Varna,Ignatievo,3919,1901,2018,43.3,27.7
2021,Varna,Provadia,11557,5637,5920,43.1833,27.4333
2021,Varna,Suvorovo,4425,2191,2234,43.33,27.6
2021,Veliko Tarnovo,Byala Cherkva,1628,802,826,43.15,25.3
2021,Veliko Tarnovo,Veliko Tarnovo,65793,30833,34960,43.0833,25.65
2021,Veliko Tarnovo,Gorna Oryahovitsa,27317,13004,14313,43.1278,25.7019
2021,Veliko Tarnovo,Debelets,3603,1759,1844,43.0333,25.6167
2021,Veliko Tarnovo,Dolna Oryahovitsa,2550,1235,1315,43.1167,25.7833
2021,Veliko Tarnovo,Elena,4542,2157,2385,42.9333,25.8833
2021,Veliko Tarnovo,Zlataritsa,2004,992,1012,43.05,25.9
2021,Veliko Tarnovo,Kilifarevo,2106,1028,1078,42.9833,25.6333
2021,Veliko Tarnovo,Lyaskovets,7010,3341,3669,43.1111,25.7261
2021,Veliko Tarnovo,Pavlikeni,8961,4288,4673,43.2428,25.3219
2021,Veliko Tarnovo,Polski Trambesh,3736,1854,1882,43.3667,25.65
2021,Veliko Tarnovo,Svishtov,22917,11246,11671,43.6239,25.3531
2021,Veliko Tarnovo,Strazhitsa,4131,2033,2098,43.2333,25.9667
2021,Veliko Tarnovo,Suhindol,1560,761,799,43.1833,25.2
2021,Vidin,Belogradchik,4233,2059,2174,43.6278,22.6833
2021,Vidin,Bregovo,1963,948,1015,44.15,22.65
2021,Vidin,Vidin,38669,18531,20138,43.99,22.8725
2021,Vidin,Gramada,1144,599,545,43.8742,22.6783
2021,Vidin,Dimovo,980,482,498,43.7417,22.7283
2021,Vidin,Dunavtsi,1753,834,919,44.0,22.8667
2021,Vidin,Kula,2400,1154,1246,43.89,22.5217
2021,Vratsa,Byala Slatina,9277,4465,4812,43.4667,23.9333
2021,Vratsa,Vratsa,50012,23863,26149,43.21,23.5625
2021,Vratsa,Kozloduy,11331,5560,5771,43.7833,23.7333
2021,Vratsa,Krivodol,2502,1215,1287,43.3683,23.4936
2021,Vratsa,Mezdra,8678,4134,4544,43.15,23.7
2021,Vratsa,Mizia,2468,1227,1241,43.6867,23.8458
2021,Vratsa,Oryahovo,3976,1961,2015,43.7358,23.9619
2021,Vratsa,Roman,2390,1156,1234,43.1369,24.125
2021,Gabrovo,Gabrovo,48133,22979,25154,42.8747,25.3186
2021,Gabrovo,Dryanovo,6107,2934,3173,42.9747,25.4781
2021,Gabrovo,Plachkovtsi,1349,666,683,42.8333,25.4333
2021,Gabrovo,Sevlievo,19363,9274,10089,43.0275,25.1125
2021,Gabrovo,Tryavna,7624,3608,4016,42.8672,25.5008
2021,Dobrich,Balchik,10870,5248,5622,43.4072,28.1672
2021,Dobrich,General Toshevo,5830,2835,2995,43.7,28.0333
2021,Dobrich,Dobrich,79269,37471,41798,43.5667,27.8333
2021,Dobrich,Kavarna,10426,5030,5396,43.4358,28.3386
2021,Dobrich,Tervel,5385,2640,2745,43.7472,27.41
2021,Dobrich,Shabla,2954,1439,1515,43.535,28.5339
2021,Kardzhali,Ardino,4088,2018,2070,41.5833,25.1333
2021,Kardzhali,Dzhebel,3391,1662,1729,41.4933,25.305
2021,Kardzhali,Krumovgrad,4868,2310,2558,41.4667,25.65
2021,Kardzhali,Kardzhali,44071,20901,23170,41.65,25.3667
2021,Kardzhali,Momchilgrad,8148,4004,4144,41.5258,25.4061
2021,Kyustendil,Bobovdol,4502,2348,2154,42.3522,23.0333
2021,Kyustendil,Boboshevo,1086,518,568,42.1461,23.0708
2021,Kyustendil,Dupnitsa,28333,13347,14986,42.2667,23.1167
2021,Kyustendil,Kocherinovo,1957,929,1028,42.1167,23.0833
2021,Kyustendil,Kyustendil,37799,18133,19666,42.2833,22.6833
2021,Kyustendil,Rila,1958,961,997,42.13,23.3869
2021,Kyustendil,Sapareva Banya,3396,1682,1714,42.2889,23.2672
2021,Lovech,Apriltsi,2442,1172,1270,42.85,24.9167
2021,Lovech,Letnitsa,2352,1176,1176,43.2558,25.0639
2021,Lovech,Lovech,29659,14130,15529,43.1333,24.7167
2021,Lovech,Lukovit,8105,3923,4182,43.2,24.1667
2021,Lovech,Teteven,8255,4008,4247,42.9167,24.2667
2021,Lovech,Troyan,18449,8863,9586,42.89,24.7133
2021,Lovech,Ugarchin,2294,1155,1139,43.1,24.3167
2021,Lovech,Yablanitsa,2486,1243,1243,43.05,24.1
2021,Montana,Berkovitsa,11372,5498,5874,43.2392,23.1272
2021,Montana,Boychinovtsi,1232,607,625,43.4683,23.3044
2021,Montana,Brusartsi,882,432,450,43.7,23.05
2021,Montana,Valchedram,2890,1370,1520,43.715,23.45
2021,Montana,Varshets,5265,2593,2672,43.1981,23.2875
2021,Montana,Lom,18593,8926,9667,43.8139,23.2369
2021,Montana,Montana,36455,17387,19068,43.4125,23.225
2021,Montana,Chiprovtsi,1454,691,763,43.3844,22.8822
2021,Pazardzhik,Batak,2577,1291,1286,41.9442,24.2181
2021,Pazardzhik,Belovo,3287,1575,1712,42.2122,24.015
2021,Pazardzhik,Bratsigovo,3628,1795,1833,42.0128,24.3742
2021,Pazardzhik,Velingrad,20826,9847,10979,42.0278,23.9908
2021,Pazardzhik,Vetren,2734,1357,1377,42.245,24.0894
2021,Pazardzhik,Kostandovo,3988,1978,2010,42.0656,24.0517
2021,Pazardzhik,Pazardzhik,65671,31411,34260,42.1922,24.3331
2021,Pazardzhik,Panagyurishte,15275,7417,7858,42.5,24.1833
2021,Pazardzhik,Peshtera,15175,7407,7768,42.0347,24.2994
2021,Pazardzhik,Rakitovo,7814,3843,3971,41.9878,24.0861
2021,Pazardzhik,Septemvri,7058,3432,3626,42.2167,24.1
2021,Pazardzhik,Strelcha,3710,1733,1977,42.5,24.3167
2021,Pazardzhik,Sarnitsa,3321,1675,1646,41.7858,24.015
2021,Pernik,Batanovtsi,1973,975,998,42.5539,23.0325
2021,Pernik,Breznik,3735,1810,1925,42.7394,22.9078
2021,Pernik,Zemen,1413,719,694,42.48,22.7489
2021,Pernik,Pernik,70285,33472,36813,42.6078,23.0375
2021,Pernik,Radomir,12462,6064,6398,42.5453,22.9775
2021,Pernik,Tran,2290,1153,1137,42.8342,22.6519
2021,Pleven,Belene,6496,3459,3037,43.6511,25.1133
2021,Pleven,Gulyantsi,2759,1327,1432,43.6486,24.7125
2021,Pleven,Dolna Mitropolia,2742,1354,1388,43.4667,24.5333
2021,Pleven,Dolni Dabnik,3725,1777,1948,43.4167,24.4333
2021,Pleven,Iskar,2700,1323,1377,43.4608,24.2686
2021,Pleven,Knezha,9022,4341,4681,43.5,24.0833
2021,Pleven,Koynare,3050,1514,1536,43.3667,24.0833
2021,Pleven,Levski,8357,3942,4415,43.4333,25.1333
2021,Pleven,Nikopol,2710,1306,1404,43.7081,24.8983
2021,Pleven,Pleven,89823,42219,47604,43.4167,24.6167
2021,Pleven,Pordim,1779,871,908,43.4167,24.9167
2021,Pleven,Slavyanovo,3391,1609,1782,43.3167,24.8667
2021,Pleven,Trastenik,3854,1868,1986,43.4833,24.55
2021,Pleven,Cherven Bryag,10742,5233,5509,43.2667,24.1
2021,Plovdiv,Asenovgrad,47815,22904,24911,42.0167,24.8667
2021,Plovdiv,Banya,3018,1402,1616,42.5,24.8333
2021,Plovdiv,Brezovo,1604,807,797,42.4833,25.0833
2021,Plovdiv,Kalofer,2585,1194,1391,42.6178,24.98
2021,Plovdiv,Karlovo,20251,9614,10637,42.6333,24.8
2021,Plovdiv,Klisura,878,402,476,42.7,24.45
2021,Plovdiv,Krichim,7636,3747,3889,42.0333,24.4667
2021,Plovdiv,Kuklen,5787,2852,2935,42.0333,24.7833
2021,Plovdiv,Laki,1697,834,863,41.8167,24.8333
2021,Plovdiv,Perushtitsa,4735,2323,2412,42.0333,24.55
2021,Plovdiv,Plovdiv,343070,162536,180534,42.15,24.75
2021,Plovdiv,Parvomay,11621,5498,6123,42.1,25.2167
2021,Plovdiv,Rakovski,14679,7093,7586,42.2833,24.9333
2021,Plovdiv,Sadovo,2437,1222,1215,42.1333,24.8667
2021,Plovdiv,Sopot,7935,3792,4143,42.6667,24.75
2021,Plovdiv,Stamboliyski,10573,5069,5504,42.1333,24.5333
2021,Plovdiv,Saedinenie,5290,2573,2717,42.25,24.6
2021,Plovdiv,Hisarya,6142,2873,3269,42.5,24.7
2021,Razgrad,Zavet,2555,1258,1297,43.7333,26.5833
2021,Razgrad,Isperih,7697,3743,3954,43.7167,26.8333
2021,Razgrad,Kubrat,6054,2872,3182,43.8,26.5
2021,Razgrad,Loznitsa,1929,926,1003,43.4333,26.6167
2021,Razgrad,Razgrad,28931,13581,15350,43.5333,26.5167
2021,Razgrad,Tsar Kaloyan,2989,1439,1550,43.6333,26.2333
2021,Ruse,Borovo,1698,840,858,43.5667,25.8167
2021,Ruse,Byala,6991,3395,3596,42.8833,27.8833
2021,Ruse,Byala,6991,3395,3596,43.4631,25.7214
2021,Ruse,Vetovo,3925,1991,1934,43.7,26.2667
2021,Ruse,Glodzhevo,3095,1538,1557,43.6833,26.5
2021,Ruse,Dve Mogili,3579,1762,1817,43.5,25.8833
2021,Ruse,Marten,3720,1862,1858,43.85,25.9333
2021,Ruse,Ruse,133813,64521,69292,43.8486,25.9534
2021,Ruse,Senovo,1196,604,592,43.6167,26.3167
2021,Ruse,Slivo pole,2774,1362,1412,43.85,26.2
2021,Ruse,Silistra,45829,21785,24044,44.1167,27.2667
2021,Ruse,Silistra,45829,21785,24044,44.1167,27.2667
2021,Ruse,Alfatar,1318,655,663,43.95,27.3
2021,Ruse,Glavinitsa,1254,591,663,43.9333,26.8333
2021,Ruse,Dulovo,6281,3026,3255,43.8333,27.1333
2021,Ruse,Silistra,29498,13925,15573,44.1167,27.2667
2021,Ruse,Silistra,29498,13925,15573,44.1167,27.2667
2021,Ruse,Tutrakan,7478,3588,3890,44.05,26.6167
2021,Sliven,Kermen,1489,727,762,42.6333,26.1333
2021,Sliven,Kotel,4924,2350,2574,42.8833,26.45
2021,Sliven,Nova Zagora,19562,9423,10139,42.4833,26.0167
2021,Sliven,Sliven,82251,39034,43217,42.6833,26.3167
2021,Sliven,Tvarditsa,5538,2771,2767,42.7167,26.0167
2021,Sliven,Shivachevo,3630,1820,1810,42.7,26.0667
2021,Smolyan,Devin,5721,2672,3049,41.7444,24.3978
2021,Smolyan,Dospat,1986,955,1031,41.6436,24.1667
2021,Smolyan,Zlatograd,6113,2843,3270,41.3833,25.1
2021,Smolyan,Madan,5129,2500,2629,41.4833,24.9333
2021,Smolyan,Nedelino,3602,1733,1869,41.5167,25.1
2021,Smolyan,Rudozem,3302,1610,1692,41.4833,24.85
2021,Smolyan,Smolyan,26167,12372,13795,41.5739,24.7128
2021,Smolyan,Chepelare,4534,2228,2306,41.7269,24.6833
2021,Sofia (stolitsa),Bankya,11351,5518,5833,42.6983,23.1342
2021,Sofia (stolitsa),Buhovo,2484,1260,1224,42.7667,23.4667
2021,Sofia (stolitsa),Novi Iskar,13445,6555,6890,42.8022,23.3006
2021,Sofia (stolitsa),Sofia,1221172,585521,635651,42.6977,23.3219
2021,Sofia (oblast),Bozhurishte,5811,2855,2956,42.755,23.1897
2021,Sofia (oblast),Botevgrad,18807,8893,9914,42.9119,23.8106
2021,Sofia (oblast),Godech,3991,1958,2033,43.0122,23.0447
2021,Sofia (oblast),Dolna Banya,4318,2107,2211,42.3,23.7833
2021,Sofia (oblast),Dragoman,3034,1470,1564,42.9225,23.0464
2021,Sofia (oblast),Elin Pelin,6755,3232,3523,42.6667,23.6
2021,Sofia (oblast),Etropole,9262,4624,4638,42.8333,24.0
2021,Sofia (oblast),Zlatitsa,4279,2063,2216,42.7,24.1333
2021,Sofia (oblast),Ihtiman,12515,6136,6379,42.4333,23.8167
2021,Sofia (oblast),Koprivshtitsa,1911,937,974,42.6333,24.35
2021,Sofia (oblast),Kostenets,5674,2725,2949,42.3086,23.8578
2021,Sofia (oblast),Kostinbrod,11824,5786,6038,42.8136,23.2178
2021,Sofia (oblast),Momin prohod,1325,622,703,42.4,23.85
2021,Sofia (oblast),Pirdop,6403,3047,3356,42.7,24.1833
2021,Sofia (oblast),Pravets,3739,1842,1897,42.8986,23.9142
2021,Sofia (oblast),Samokov,24629,11807,12822,42.3378,23.5528
2021,Sofia (oblast),Svoge,7361,3597,3764,42.9597,23.3408
2021,Sofia (oblast),Slivnitsa,6909,3415,3494,42.8511,23.0356
2021,Stara Zagora,Gurkovo,2807,1417,1390,42.65,25.8167
2021,Stara Zagora,Galabovo,6876,3442,3434,42.1333,25.8667
2021,Stara Zagora,Kazanlak,43859,20590,23269,42.6167,25.4
2021,Stara Zagora,Kran,2894,1444,1450,42.6658,25.3738
2021,Stara Zagora,Maglizh,2963,1495,1468,42.6167,25.5667
2021,Stara Zagora,Nikolaevo,2720,1357,1363,42.6833,25.85
2021,Stara Zagora,Pavel Banya,2482,1178,1304,42.6167,25.2
2021,Stara Zagora,Radnevo,10784,5290,5494,42.3,25.9333
2021,Stara Zagora,Stara Zagora,124599,59112,65487,42.4258,25.6347
2021,Stara Zagora,Chirpan,13391,6504,6887,42.2,25.3333
2021,Stara Zagora,Shipka,1165,560,605,42.7167,25.3333
2021,Targovishte,Antonovo,1361,660,701,43.15,26.1667
2021,Targovishte,Omurtag,6871,3242,3629,43.1,26.4167
2021,Targovishte,Opaka,2341,1153,1188,43.45,26.1667
2021,Targovishte,Popovo,13324,6359,6965,43.35,26.2333
2021,Targovishte,Targovishte,34793,16444,18349,43.25,26.5833
2021,Haskovo,Dimitrovgrad,31837,15273,16564,42.0519,25.5897
2021,Haskovo,Ivaylovgrad,2943,1446,1497,41.5283,26.1256
2021,Haskovo,Lyubimets,6751,3333,3418,41.8333,26.0833
2021,Haskovo,Madzharovo,567,294,273,41.6292,25.8667
2021,Haskovo,Merichleri,1443,685,758,42.0,25.8
2021,Haskovo,Svilengrad,16959,8347,8612,41.7667,26.2
2021,Haskovo,Simeonovgrad,6994,3534,3460,42.0333,25.8333
2021,Haskovo,Topolovgrad,4553,2204,2349,42.0844,26.3386
2021,Haskovo,Harmanli,18830,9485,9345,41.9333,25.9
2021,Haskovo,Haskovo,67086,31781,35305,41.9333,25.5667
2021,Shumen,Veliki Preslav,6741,3249,3492,43.1667,26.8167
2021,Shumen,Varbitsa,3287,1630,1657,43.1667,26.5833
2021,Shumen,Kaolinovo,1524,775,749,43.3167,27.0167
2021,Shumen,Kaspichan,2681,1320,1361,43.3167,27.1667
2021,Shumen,Novi Pazar,10707,5227,5480,43.35,27.2
2021,Shumen,Pliska,792,376,416,43.3667,27.1167
2021,Shumen,Smyadovo,3565,1724,1841,43.0333,27.05
2021,Shumen,Shumen,72342,34278,38064,43.2714,26.9361
2021,Yambol,Bolyarovo,1063,539,524,42.1,26.8333
2021,Yambol,Elhovo,8947,4320,4627,42.1667,26.5667
2021,Yambol,Straldzha,5397,2739,2658,42.6,26.6833
2021,Yambol,Yambol,63656,30544,33112,42.4833,26.5
2022,Blagoevgrad,Bansko,9220,4448,4772,41.8383,23.488
2022,Blagoevgrad,Belitsa,2959,1439,1520,41.9494,23.5725
2022,Blagoevgrad,Blagoevgrad,62524,29686,32838,42.0167,23.1
2022,Blagoevgrad,Gotse Delchev,17726,8352,9374,41.5667,23.7333
2022,Blagoevgrad,Dobrinishte,2561,1243,1318,41.825,23.5594
2022,Blagoevgrad,Kresna,2897,1431,1466,41.73,23.1569
2022,Blagoevgrad,Melnik,165,85,80,41.5231,23.3925
2022,Blagoevgrad,Petrich,26093,12450,13643,41.3981,23.2072
2022,Blagoevgrad,Razlog,11097,5339,5758,41.8864,23.4678
2022,Blagoevgrad,Sandanski,23844,11291,12553,41.5667,23.2833
2022,Blagoevgrad,Simitli,6218,3075,3143,41.8936,23.1069
2022,Blagoevgrad,Hadzhidimovo,2347,1161,1186,41.5167,23.8667
2022,Blagoevgrad,Yakoruda,4789,2274,2515,42.02,23.6833
2022,Burgas,Aytos,17448,8266,9182,42.7,27.25
2022,Burgas,Aheloy,2390,1175,1215,42.6483,27.6494
2022,Burgas,Ahtopol,1032,493,539,42.1,27.95
2022,Burgas,Burgas,188242,89027,99215,42.4975,27.47
2022,Burgas,Bulgarovo,1516,753,763,42.65,27.3333
2022,Burgas,Kableshkovo,2686,1338,1348,42.6167,27.5667
2022,Burgas,Kameno,3626,1749,1877,42.5667,27.3667
2022,Burgas,Karnobat,14886,7068,7818,42.65,26.9833
2022,Burgas,Kiten,809,405,404,42.2344,27.7711
2022,Burgas,Malko Tarnovo,1611,779,832,41.9833,27.5333
2022,Burgas,Nesebar,12036,5623,6413,42.66,27.72
2022,Burgas,Obzor,2038,1030,1008,42.8167,27.8833
2022,Burgas,Pomorie,12829,6035,6794,42.55,27.65
2022,Burgas,Primorsko,2786,1359,1427,42.2667,27.75
2022,Burgas,Sveti Vlas,3405,1670,1735,42.7167,27.7667
2022,Burgas,Sozopol,4022,1948,2074,42.4167,27.7
2022,Burgas,Sredets,7709,3736,3973,42.3483,27.1933
2022,Burgas,Sungurlare,2726,1345,1381,42.7667,26.7833
2022,Burgas,Tsarevo,5456,2655,2801,42.17,27.85
2022,Burgas,Chernomorets,2001,990,1011,42.45,27.64
2022,Varna,Aksakovo,7064,3455,3609,43.2592,27.8211
2022,Varna,Beloslav,6794,3410,3384,43.19,27.7
2022,Varna,Byala,2053,1009,1044,42.8833,27.8833
2022,Varna,Byala,2053,1009,1044,43.4631,25.7214
2022,Varna,Varna,311093,148010,163083,43.2167,27.9167
2022,Varna,Valchi Dol,2485,1237,1248,43.4,27.5333
2022,Varna,Devnya,6526,3219,3307,43.2222,27.57
2022,Varna,Dolni Chiflik,5400,2651,2749,42.9833,27.7333
